periode_data,id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,year,month,odp,proses_pemantauan,selesai_pemantauan,pdp,masih_dirawat,pulang_dan_sehat,positif,dirawat,sembuh,meninggal,self_isolation,odp_completion_rate,pdp_recovery_rate,case_fatality_rate,recovery_rate,active_case_rate,total_surveillance,composite_risk_index,severity_score,hospitalization_rate,kecamatan_avg_positif,kecamatan_avg_cfr
202005,3172021007,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,2020,5,11,1,10,4,2,2,10,2,0,1,7,0.9090909090909091,0.5,0.1,0.0,0.9,25,0.13014988088378504,0.13,0.2,20.571,0.122
202005,3172031001,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,2020,5,14,0,14,2,0,2,1,1,0,0,0,1.0,1.0,0.0,0.0,1.0,17,0.3062666248833268,0.3,1.0,9.667,0.019
202005,3175091004,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,2020,5,8,0,8,5,1,4,1,0,0,0,1,1.0,0.8,0.0,0.0,1.0,14,0.022295698000801972,0.0,0.0,8.4,0.073
202005,3175051001,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,2020,5,5,0,5,3,1,2,5,3,0,0,2,1.0,0.6666666666666666,0.0,0.0,1.0,13,0.150174670085712,0.18,0.6,6.8,0.138
202005,3175071006,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,2020,5,11,0,11,4,2,2,6,5,0,0,1,1.0,0.5,0.0,0.0,1.0,21,0.21458080190316375,0.25,0.8333333333333334,20.143,0.176
202005,3174031001,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,2020,5,16,1,15,0,0,0,3,3,0,0,0,0.9375,0.0,0.0,0.0,1.0,19,0.2130707722167747,0.3,1.0,7.6,0.095
202005,3171021005,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,2020,5,19,2,17,5,4,1,5,4,0,0,1,0.8947368421052632,0.2,0.0,0.0,1.0,29,0.22207190104087693,0.24,0.8,11.0,0.094
202005,3175031004,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,2020,5,7,0,7,2,1,1,5,3,0,0,2,1.0,0.5,0.0,0.0,1.0,14,0.17468785486354704,0.18,0.6,9.375,0.11
202005,3173071006,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,2020,5,8,0,8,2,0,2,4,4,0,0,0,1.0,1.0,0.0,0.0,1.0,14,0.26606040388315494,0.3,1.0,12.167,0.047
202005,3173061002,DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,2020,5,4,0,4,3,1,2,8,3,0,1,4,1.0,0.6666666666666666,0.125,0.0,0.875,15,0.15998535336687233,0.19999999999999998,0.375,19.2,0.071
202005,3171021003,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,2020,5,29,0,29,7,3,4,9,7,0,1,1,1.0,0.5714285714285714,0.1111111111111111,0.0,0.8888888888888888,45,0.2779392533779279,0.3111111111111111,0.7777777777777778,11.0,0.094
202005,3175011004,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,2020,5,20,1,19,15,5,10,12,4,0,2,6,0.95,0.6666666666666666,0.16666666666666666,0.0,0.8333333333333334,47,0.17394974991772502,0.21666666666666665,0.3333333333333333,13.167,0.184
202005,3173031001,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,2020,5,12,1,11,8,2,6,8,3,0,2,3,0.9166666666666666,0.75,0.25,0.0,0.75,28,0.2248659058055255,0.2875,0.375,8.125,0.119
202005,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,2020,5,5,0,5,2,2,0,2,2,0,0,0,1.0,0.0,0.0,0.0,1.0,9,0.24571670221620184,0.3,1.0,2.818,0.106
202005,3174061004,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,2020,5,9,0,9,2,0,2,3,1,1,1,0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,14,0.2962564823145275,0.3333333333333333,0.3333333333333333,15.2,0.279
202005,3171021002,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,2020,5,29,0,29,17,5,12,8,6,0,1,1,1.0,0.7058823529411765,0.125,0.0,0.875,54,0.24704531133642665,0.3125,0.75,11.0,0.094
202005,3171061005,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,2020,5,5,0,5,1,1,0,8,6,0,0,2,1.0,0.0,0.0,0.0,1.0,14,0.22645256074589998,0.22499999999999998,0.75,10.6,0.144
202005,3175091003,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,2020,5,23,1,22,7,3,4,10,6,0,0,4,0.9565217391304348,0.5714285714285714,0.0,0.0,1.0,40,0.17361796067456026,0.18,0.6,8.4,0.073
202005,3171041004,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,2020,5,18,0,18,8,7,1,17,5,0,2,10,1.0,0.125,0.11764705882352941,0.0,0.8823529411764706,43,0.15337105924929134,0.17058823529411765,0.29411764705882354,9.667,0.075
202005,3174021008,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,2020,5,9,0,9,1,0,1,9,4,0,2,3,1.0,1.0,0.2222222222222222,0.0,0.7777777777777778,19,0.3252276349618727,0.28888888888888886,0.4444444444444444,6.125,0.168
202005,3175081001,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,2020,5,5,0,5,3,0,3,5,4,0,0,1,1.0,1.0,0.0,0.0,1.0,13,0.19252761126218262,0.24,0.8,9.8,0.122
202005,3174081005,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,2020,5,6,0,6,1,1,0,5,1,1,0,3,1.0,0.0,0.0,0.2,0.8,12,0.12317782517715802,0.06,0.2,7.167,0.056
202005,3171071004,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,2020,5,62,1,61,19,9,10,105,23,1,3,78,0.9838709677419355,0.5263157894736842,0.02857142857142857,0.009523809523809525,0.9619047619047619,186,0.1167986756211516,0.08571428571428572,0.21904761904761905,30.429,0.07
202005,3172041005,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,2020,5,18,1,17,5,3,2,6,4,0,0,2,0.9444444444444444,0.4,0.0,0.0,1.0,29,0.1911699402565632,0.19999999999999998,0.6666666666666666,6.286,0.129
202005,3171071007,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,2020,5,8,1,7,6,5,1,9,4,0,1,4,0.875,0.16666666666666666,0.1111111111111111,0.0,0.8888888888888888,23,0.16837841328889921,0.21111111111111108,0.4444444444444444,30.429,0.07
202005,3173041009,DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,2020,5,6,0,6,8,6,2,4,3,0,0,1,1.0,0.25,0.0,0.0,1.0,18,0.1700608554127958,0.22499999999999998,0.75,2.818,0.106
202005,3173011003,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,2020,5,4,0,4,1,1,0,6,2,1,1,2,1.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,11,0.20703065347121838,0.21666666666666665,0.3333333333333333,12.5,0.1
202005,3173031006,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,2020,5,5,0,5,2,0,2,3,2,0,0,1,1.0,1.0,0.0,0.0,1.0,10,0.17519720725547477,0.19999999999999998,0.6666666666666666,8.125,0.119
202005,3172021001,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,2020,5,13,3,10,4,2,2,21,16,1,1,3,0.7692307692307693,0.5,0.047619047619047616,0.047619047619047616,0.9047619047619048,38,0.2308194155820087,0.26190476190476186,0.7619047619047619,20.571,0.122
202005,3171031001,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,2020,5,10,1,9,16,7,9,6,3,0,1,2,0.9,0.5625,0.16666666666666666,0.0,0.8333333333333334,32,0.19876831811948012,0.26666666666666666,0.5,9.125,0.118
202005,3171011001,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,2020,5,5,1,4,1,1,0,2,2,0,0,0,0.8,0.0,0.0,0.0,1.0,8,0.27898129521614456,0.3,1.0,5.667,0.143
202005,3175061007,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,2020,5,24,2,22,6,1,5,8,6,0,0,2,0.9166666666666666,0.8333333333333334,0.0,0.0,1.0,38,0.21476899541394148,0.22499999999999998,0.75,11.429,0.108
202005,3171061003,DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,2020,5,4,0,4,7,3,4,5,1,2,1,1,1.0,0.5714285714285714,0.2,0.4,0.4,16,0.14989536354153277,0.19999999999999998,0.2,10.6,0.144
202005,3174081006,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,2020,5,2,1,1,1,0,1,6,4,0,1,1,0.5,1.0,0.16666666666666666,0.0,0.8333333333333334,9,0.2508147414318881,0.31666666666666665,0.6666666666666666,7.167,0.056
202005,3175031001,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,2020,5,7,1,6,3,3,0,7,4,0,1,2,0.8571428571428571,0.0,0.14285714285714285,0.0,0.8571428571428571,17,0.22387633543421379,0.2714285714285714,0.5714285714285714,9.375,0.11
202005,3174031005,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,2020,5,10,0,10,1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,11,0.13408947700063012,0.0,0.0,7.6,0.095
202005,3171041005,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,2020,5,3,0,3,3,0,3,3,2,1,0,0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,9,0.15512846692208418,0.19999999999999998,0.6666666666666666,9.667,0.075
202005,3172041003,DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,2020,5,21,1,20,8,3,5,5,2,0,1,2,0.9523809523809523,0.625,0.2,0.0,0.8,34,0.22086658309998689,0.26,0.4,6.286,0.129
202005,3175061002,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,2020,5,6,0,6,3,2,1,1,0,0,0,1,1.0,0.3333333333333333,0.0,0.0,1.0,10,0.027354070000572838,0.0,0.0,11.429,0.108
202005,3173041010,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,2020,5,1,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,6.874033339061695e-05,0.0,0.0,2.818,0.106
202005,3171041001,DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,2020,5,5,0,5,4,0,4,3,0,0,1,2,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,12,0.18219743302029523,0.2333333333333333,0.0,9.667,0.075
202005,3171031004,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,2020,5,25,0,25,8,5,3,6,2,0,0,4,1.0,0.375,0.0,0.0,1.0,39,0.11493577496301838,0.09999999999999999,0.3333333333333333,9.125,0.118
202005,3175061001,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,2020,5,27,0,27,11,3,8,13,4,0,3,6,1.0,0.7272727272727273,0.23076923076923078,0.0,0.7692307692307693,51,0.21541855009218516,0.25384615384615383,0.3076923076923077,11.429,0.108
202005,3172031004,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,2020,5,11,0,11,7,2,5,2,2,0,0,0,1.0,0.7142857142857143,0.0,0.0,1.0,20,0.23409189350254625,0.3,1.0,9.667,0.019
202005,3173041004,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,2020,5,4,0,4,2,2,0,3,2,0,1,0,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,9,0.3331676826083587,0.4333333333333333,0.6666666666666666,2.818,0.106
202005,3173041011,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,2020,5,1,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1,6.874033339061695e-05,0.0,0.0,2.818,0.106
202005,3173041003,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,2020,5,1,0,1,1,0,1,2,2,0,0,0,1.0,1.0,0.0,0.0,1.0,4,0.22537300054924878,0.3,1.0,2.818,0.106
202005,3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,2020,5,2,1,1,1,0,1,1,0,0,0,1,0.5,1.0,0.0,0.0,1.0,4,0.026941628000229135,0.0,0.0,13.571,0.111
202005,3173041002,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,2020,5,2,0,2,2,1,1,3,1,0,2,0,1.0,0.5,0.6666666666666666,0.0,0.3333333333333333,7,0.4138145156670677,0.5666666666666667,0.3333333333333333,2.818,0.106
202005,3173031002,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,2020,5,2,0,2,8,6,2,5,1,0,1,3,1.0,0.25,0.2,0.0,0.8,15,0.14554090892242788,0.19999999999999998,0.2,8.125,0.119
202005,3173031005,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,2020,5,4,0,4,3,0,3,2,2,0,0,0,1.0,1.0,0.0,0.0,1.0,9,0.2301611466606463,0.3,1.0,8.125,0.119
202005,3174011006,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,2020,5,3,0,3,5,2,3,10,7,0,1,2,1.0,0.6,0.1,0.0,0.9,18,0.2068843848245605,0.27999999999999997,0.7,13.571,0.1
202005,3101011003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,2020,5,44,0,44,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,44,0.0030245746691871457,0.0,0.0,0.333,0.0
202005,3101011002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,2020,5,30,1,29,3,1,2,1,0,0,0,1,0.9666666666666667,0.6666666666666666,0.0,0.0,1.0,34,0.1356705046686143,0.0,0.0,0.333,0.0
202005,3101011001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,2020,5,28,1,27,9,0,9,0,0,0,0,0,0.9642857142857143,1.0,0.0,0.0,0.0,37,0.044024873816934304,0.0,0.0,0.333,0.0
202005,3101021003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,2020,5,4,0,4,4,0,4,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,8,0.013883256000458269,0.0,0.0,3.0,0.0
202005,3101021002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,2020,5,21,1,20,0,0,0,9,0,0,0,9,0.9523809523809523,0.0,0.0,0.0,1.0,30,0.0020622100017185087,0.0,0.0,3.0,0.0
202005,3173031008,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,2020,5,5,0,5,2,2,0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,8,0.033883256000458266,0.0,0.0,8.125,0.119
202005,3174021001,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,2020,5,1,0,1,4,2,2,3,2,1,0,0,1.0,0.5,0.0,0.3333333333333333,0.6666666666666666,8,0.14505972658869357,0.19999999999999998,0.6666666666666666,6.125,0.168
202005,3173041001,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,2020,5,2,0,2,0,0,0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,3,0.00020622100017185084,0.0,0.0,2.818,0.106
202005,3101021001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,2020,5,12,0,12,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,12,0.0008248840006874034,0.0,0.0,3.0,0.0
202005,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,2020,5,2656,49,2607,2752,150,2602,411,340,13,6,52,0.9815512048192772,0.9454941860465116,0.014598540145985401,0.031630170316301706,0.9537712895377128,5819,0.5952640951135165,0.2583941605839416,0.8272506082725061,411.0,0.015
202005,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,2020,5,1340,24,1316,911,120,791,776,434,65,54,223,0.982089552238806,0.8682766190998902,0.06958762886597938,0.08376288659793814,0.8466494845360825,3027,0.3805090278392378,0.21649484536082472,0.5592783505154639,776.0,0.07
202005,3173061005,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,2020,5,9,1,8,16,4,12,40,13,11,3,13,0.8888888888888888,0.75,0.075,0.275,0.65,65,0.11785047461156659,0.15,0.325,19.2,0.071
202005,3174071006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,2020,5,1,0,1,12,12,0,17,0,15,0,2,1.0,0.0,0.0,0.8823529411764706,0.11764705882352941,30,0.0031733211128296196,0.0,0.0,5.8,0.043
202005,3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,2020,5,24,0,24,13,5,8,31,13,6,5,7,1.0,0.6153846153846154,0.16129032258064516,0.1935483870967742,0.6451612903225806,68,0.19779067605255,0.2387096774193548,0.41935483870967744,16.857,0.086
202005,3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,2020,5,46,0,46,38,10,28,30,9,9,4,8,1.0,0.7368421052631579,0.13333333333333333,0.3,0.5666666666666667,114,0.15338851358960565,0.18333333333333332,0.3,29.667,0.067
202005,3173021003,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,2020,5,46,1,45,10,5,5,31,10,14,1,6,0.9782608695652174,0.5,0.03225806451612903,0.45161290322580644,0.5161290322580645,87,0.1515642167216187,0.11935483870967742,0.3225806451612903,14.143,0.122
202005,3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,2020,5,20,0,20,13,9,4,29,17,5,4,3,1.0,0.3076923076923077,0.13793103448275862,0.1724137931034483,0.6896551724137931,62,0.2170668104325317,0.27241379310344827,0.5862068965517241,20.143,0.176
202005,3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,2020,5,22,1,21,13,4,9,32,10,9,5,8,0.9545454545454546,0.6923076923076923,0.15625,0.28125,0.5625,67,0.1705520578424504,0.203125,0.3125,19.2,0.071
202005,3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,2020,5,21,2,19,9,6,3,31,12,1,8,10,0.9047619047619048,0.3333333333333333,0.25806451612903225,0.03225806451612903,0.7096774193548387,61,0.24479193748209432,0.2967741935483871,0.3870967741935484,15.333,0.16
202005,3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,2020,5,14,0,14,6,4,2,47,21,2,5,19,1.0,0.3333333333333333,0.10638297872340426,0.0425531914893617,0.851063829787234,67,0.18290069342325116,0.20851063829787234,0.44680851063829785,20.143,0.176
202005,3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,2020,5,22,2,20,23,6,17,25,11,5,3,6,0.9090909090909091,0.7391304347826086,0.12,0.2,0.68,70,0.17003603476104312,0.216,0.44,15.2,0.279
202005,3173081004,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,2020,5,10,0,10,8,2,6,18,5,6,2,5,1.0,0.75,0.1111111111111111,0.3333333333333333,0.5555555555555556,36,0.1328668088648073,0.1611111111111111,0.2777777777777778,12.5,0.05
202005,3174011003,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,2020,5,16,1,15,9,0,9,21,8,4,2,7,0.9375,1.0,0.09523809523809523,0.19047619047619047,0.7142857142857143,46,0.15459685147664687,0.18095238095238092,0.38095238095238093,13.571,0.1
202005,3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,2020,5,78,1,77,28,4,24,44,17,6,3,18,0.9871794871794872,0.8571428571428571,0.06818181818181818,0.13636363636363635,0.7954545454545454,150,0.162961928541824,0.16363636363636364,0.38636363636363635,29.667,0.067
202005,3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,2020,5,11,0,11,7,3,4,11,2,5,1,3,1.0,0.5714285714285714,0.09090909090909091,0.45454545454545453,0.45454545454545453,29,0.10636831051375698,0.11818181818181817,0.18181818181818182,7.6,0.095
202005,3175081004,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,2020,5,6,0,6,6,2,4,23,13,6,2,2,1.0,0.6666666666666666,0.08695652173913043,0.2608695652173913,0.6521739130434783,35,0.17839909154931952,0.23043478260869565,0.5652173913043478,9.8,0.122
202005,3172021006,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,2020,5,47,4,43,45,25,20,67,40,4,7,16,0.9148936170212766,0.4444444444444444,0.1044776119402985,0.05970149253731343,0.835820895522388,159,0.20290656079631583,0.25223880597014925,0.5970149253731343,20.571,0.122
202005,3172011005,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,2020,5,27,1,26,24,4,20,24,13,3,2,6,0.9629629629629629,0.8333333333333334,0.08333333333333333,0.125,0.7916666666666666,75,0.17603787794547276,0.2208333333333333,0.5416666666666666,14.0,0.112
202005,3174091005,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,2020,5,10,0,10,15,2,13,18,8,1,2,7,1.0,0.8666666666666667,0.1111111111111111,0.05555555555555555,0.8333333333333334,43,0.16086433106782266,0.21111111111111108,0.4444444444444444,11.5,0.06
202005,3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,2020,5,20,0,20,13,7,6,29,16,2,2,9,1.0,0.46153846153846156,0.06896551724137931,0.06896551724137931,0.8620689655172413,62,0.1756875000877041,0.21379310344827585,0.5517241379310345,16.857,0.086
202005,3175021007,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,2020,5,22,0,22,16,9,7,19,11,2,0,6,1.0,0.4375,0.0,0.10526315789473684,0.8947368421052632,57,0.14485215153164496,0.1736842105263158,0.5789473684210527,13.571,0.111
202005,3174011001,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,2020,5,5,0,5,3,1,2,15,5,3,3,4,1.0,0.6666666666666666,0.2,0.2,0.6,23,0.19321501459608878,0.24,0.3333333333333333,13.571,0.1
202005,3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,2020,5,25,3,22,11,0,11,20,5,3,6,6,0.88,1.0,0.3,0.15,0.55,56,0.23532895956114014,0.285,0.25,15.2,0.279
202005,3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,2020,5,18,1,17,11,3,8,23,11,3,6,3,0.9444444444444444,0.7272727272727273,0.2608695652173913,0.13043478260869565,0.6086956521739131,52,0.25557170728748624,0.32608695652173914,0.4782608695652174,12.8,0.219
202005,3171031003,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,2020,5,10,1,9,9,3,6,12,2,1,2,7,0.9,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.75,31,0.13459282397345337,0.16666666666666666,0.16666666666666666,9.125,0.118
202005,3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,2020,5,18,0,18,11,2,9,11,3,4,1,3,1.0,0.8181818181818182,0.09090909090909091,0.36363636363636365,0.5454545454545454,40,0.12724159194525034,0.14545454545454545,0.2727272727272727,16.857,0.086
202005,3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,2020,5,17,0,17,5,0,5,13,5,2,0,6,1.0,1.0,0.0,0.15384615384615385,0.8461538461538461,35,0.1291872088029099,0.11538461538461539,0.38461538461538464,16.857,0.086
202005,3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,2020,5,15,1,14,10,6,4,19,4,1,3,11,0.9333333333333333,0.4,0.15789473684210525,0.05263157894736842,0.7894736842105263,44,0.14562519386423362,0.17368421052631577,0.21052631578947367,10.571,0.1
