positif,sembuh,meninggal,total_kasus,risk_score,kecamatan_positif_mean,positif_vs_kecamatan_mean,positif_percentile,sembuh_percentile,meninggal_percentile,dirawat,active_cases,positif,sembuh,meninggal
1,0,0,1,-0.7679218093324711,5.8,0.1724137931034483,4.83271375464684,20.817843866171003,20.63197026022305,1,1,1,0,0
4,1,0,4,-0.6355030230571462,5.8,0.6896551724137931,19.702602230483272,55.20446096654275,20.63197026022305,2,2,4,1,0
4,1,0,4,-0.6454695985125299,4.875,0.8205128205128205,19.702602230483272,55.20446096654275,20.63197026022305,1,1,4,1,0
5,0,0,5,-0.5647858930843481,7.166666666666667,0.6976744186046512,24.721189591078065,20.817843866171003,20.63197026022305,5,5,5,0,0
7,1,0,7,-0.513050812237205,9.666666666666666,0.7241379310344828,39.405204460966544,55.20446096654275,20.63197026022305,2,2,7,1,0
6,0,1,6,-0.08717857329700314,17.714285714285715,0.3387096774193548,31.970260223048324,20.817843866171003,53.71747211895911,3,3,6,0,1
5,0,0,5,-0.5847190439951154,9.125,0.547945205479452,24.721189591078065,20.817843866171003,20.63197026022305,3,3,5,0,0
13,1,2,13,0.19331043469325718,16.714285714285715,0.7777777777777777,68.21561338289963,55.20446096654275,74.53531598513011,6,6,13,1,2
11,1,2,11,0.17836187447349652,10.571428571428571,1.0405405405405406,61.152416356877325,55.20446096654275,74.53531598513011,5,5,11,1,2
5,1,1,5,-0.03665136348535709,11.714285714285714,0.426829268292683,24.721189591078065,55.20446096654275,53.71747211895911,3,3,5,1,1
3,1,0,3,-0.6962535775745607,4.875,0.6153846153846154,14.684014869888475,55.20446096654275,20.63197026022305,0,0,3,1,0
3,1,0,3,-0.6763204266637933,6.125,0.4897959183673469,14.684014869888475,55.20446096654275,20.63197026022305,2,2,3,1,0
3,0,1,3,0.2171925566083699,4.875,0.6153846153846154,14.684014869888475,20.817843866171003,53.71747211895911,0,0,3,0,1
3,1,0,3,-0.686287002119177,5.8,0.5172413793103449,14.684014869888475,55.20446096654275,20.63197026022305,1,1,3,1,0
3,0,0,3,-0.6962535775745607,6.8,0.4411764705882353,14.684014869888475,20.817843866171003,20.63197026022305,0,0,3,0,0
11,0,1,11,-0.030893496663949752,14.0,0.7857142857142857,61.152416356877325,20.817843866171003,53.71747211895911,9,9,11,0,1
14,2,1,14,-0.0016908032996106742,11.5,1.2173913043478262,72.4907063197026,76.2081784386617,53.71747211895911,5,5,14,2,1
2,0,1,2,0.6430647955485718,13.166666666666666,0.1518987341772152,9.107806691449815,20.817843866171003,53.71747211895911,1,1,2,0,1
7,0,1,7,-0.08170759576584287,9.375,0.7466666666666667,39.405204460966544,20.817843866171003,53.71747211895911,6,6,7,0,1
2,0,0,2,-0.7171378302704404,6.625,0.3018867924528302,9.107806691449815,20.817843866171003,20.63197026022305,2,2,2,0,0
3,1,0,3,-0.686287002119177,5.8,0.5172413793103449,14.684014869888475,55.20446096654275,20.63197026022305,1,1,3,1,0
10,0,1,10,-0.09663161025161719,14.0,0.7142857142857143,57.249070631970255,20.817843866171003,53.71747211895911,4,4,10,0,1
8,1,1,8,-0.08982480649042417,5.8,1.3793103448275863,46.28252788104089,55.20446096654275,53.71747211895911,6,6,8,1,1
17,0,0,17,-0.04507732343843202,9.666666666666666,1.7586206896551726,80.85501858736059,20.817843866171003,20.63197026022305,8,8,17,0,0
3,1,1,3,0.22715913206375357,5.666666666666667,0.5294117647058824,14.684014869888475,55.20446096654275,53.71747211895911,1,1,3,1,1
30,0,4,30,0.9107268298534544,17.285714285714285,1.7355371900826446,96.6542750929368,20.817843866171003,93.12267657992564,14,14,30,0,4
6,1,1,6,-0.08717857329700314,2.8181818181818183,2.129032258064516,31.970260223048324,55.20446096654275,53.71747211895911,3,3,6,1,1
2,0,0,2,-0.7271044057258241,10.0,0.2,9.107806691449815,20.817843866171003,20.63197026022305,1,1,2,0,0
3,0,0,3,-0.6962535775745607,8.4,0.35714285714285715,14.684014869888475,20.817843866171003,20.63197026022305,0,0,3,0,0
30,0,0,30,0.7845461871094908,6.625,4.528301886792453,96.6542750929368,20.817843866171003,20.63197026022305,38,38,30,0,0
11,0,0,11,-0.33981462235523296,10.571428571428571,1.0405405405405406,61.152416356877325,20.817843866171003,20.63197026022305,3,3,11,0,0
7,0,0,7,-0.48315108587105393,9.375,0.7466666666666667,39.405204460966544,20.817843866171003,20.63197026022305,5,5,7,0,0
13,0,5,13,0.7957964935306735,9.125,1.4246575342465753,68.21561338289963,20.817843866171003,97.95539033457248,3,3,13,0,5
4,0,0,4,-0.6255364476017625,2.8181818181818183,1.4193548387096773,19.702602230483272,20.817843866171003,20.63197026022305,3,3,4,0,0
8,0,0,8,-0.44233368226440684,10.571428571428571,0.7567567567567568,46.28252788104089,20.817843866171003,20.63197026022305,5,5,8,0,0
1,0,0,1,-0.7778883847878548,5.666666666666667,0.1764705882352941,4.83271375464684,20.817843866171003,20.63197026022305,0,0,1,0,0
4,0,1,4,0.04958157758005175,15.285714285714286,0.2616822429906542,19.702602230483272,20.817843866171003,53.71747211895911,2,2,4,0,1
7,0,0,7,-0.48315108587105393,6.285714285714286,1.1136363636363638,39.405204460966544,20.817843866171003,20.63197026022305,5,5,7,0,0
9,1,2,9,0.20744781079752725,14.0,0.6428571428571429,52.41635687732342,55.20446096654275,74.53531598513011,5,5,9,1,2
4,0,1,4,0.04958157758005175,13.166666666666666,0.3037974683544304,19.702602230483272,20.817843866171003,53.71747211895911,2,2,4,0,1
30,1,1,30,0.6566261405093426,22.0,1.3636363636363635,96.6542750929368,55.20446096654275,53.71747211895911,16,16,30,1,1
8,0,0,8,-0.4722334086305579,17.285714285714285,0.4628099173553719,46.28252788104089,20.817843866171003,20.63197026022305,2,2,8,0,0
9,0,0,9,-0.39154970320237603,6.285714285714286,1.4318181818181819,52.41635687732342,20.817843866171003,20.63197026022305,6,6,9,0,0
13,1,0,13,-0.21831351332040402,9.666666666666666,1.3448275862068966,68.21561338289963,55.20446096654275,20.63197026022305,7,7,13,1,0
1,0,0,1,-0.7679218093324711,13.571428571428571,0.0736842105263158,4.83271375464684,20.817843866171003,20.63197026022305,1,1,1,0,0
7,0,0,7,-0.4731845104156702,4.875,1.435897435897436,39.405204460966544,20.817843866171003,20.63197026022305,6,6,7,0,0
1,0,0,1,-0.7679218093324711,4.875,0.20512820512820512,4.83271375464684,20.817843866171003,20.63197026022305,1,1,1,0,0
2,0,1,2,0.6430647955485718,6.625,0.3018867924528302,9.107806691449815,20.817843866171003,53.71747211895911,1,1,2,0,1
14,2,2,14,0.18408107856991932,16.666666666666668,0.84,72.4907063197026,76.2081784386617,74.53531598513011,4,4,14,2,2
17,2,4,17,0.5997081830436367,11.0,1.5454545454545454,80.85501858736059,76.2081784386617,93.12267657992564,8,8,17,2,4
6,0,1,6,-0.09714514875238683,6.285714285714286,0.9545454545454546,31.970260223048324,20.817843866171003,53.71747211895911,2,2,6,0,1
5,1,0,5,-0.5747524685397318,6.125,0.8163265306122449,24.721189591078065,55.20446096654275,20.63197026022305,4,4,5,1,0
10,0,2,10,0.18736880545864568,5.666666666666667,1.7647058823529411,57.249070631970255,20.817843866171003,74.53531598513011,5,5,10,0,2
13,0,0,13,-0.23824666423117144,9.666666666666666,1.3448275862068966,68.21561338289963,20.817843866171003,20.63197026022305,5,5,13,0,0
7,2,0,7,-0.5329839631479724,13.571428571428571,0.5157894736842106,39.405204460966544,76.2081784386617,20.63197026022305,0,0,7,2,0
7,0,0,7,-0.5030842367818212,12.166666666666666,0.5753424657534247,39.405204460966544,20.817843866171003,20.63197026022305,3,3,7,0,0
9,0,0,9,-0.40151627865775974,11.5,0.782608695652174,52.41635687732342,20.817843866171003,20.63197026022305,5,5,9,0,0
15,1,2,15,0.20876659665529493,12.166666666666666,1.2328767123287672,75.65055762081785,55.20446096654275,74.53531598513011,5,5,15,1,2
9,1,0,9,-0.3815831277469923,4.875,1.8461538461538463,52.41635687732342,55.20446096654275,20.63197026022305,7,7,9,1,0
7,1,1,7,-0.14150704849814502,5.666666666666667,1.2352941176470587,39.405204460966544,55.20446096654275,53.71747211895911,0,0,7,1,1
15,1,0,15,-0.10677897974095883,9.666666666666666,1.5517241379310345,75.65055762081785,55.20446096654275,20.63197026022305,10,10,15,1,0
2,1,0,2,-0.7271044057258241,9.8,0.2040816326530612,9.107806691449815,55.20446096654275,20.63197026022305,1,1,2,1,0
18,1,2,18,0.2902555494404749,9.666666666666666,1.8620689655172415,83.08550185873605,55.20446096654275,74.53531598513011,7,7,18,1,2
13,0,2,13,0.20327701014864089,11.714285714285714,1.1097560975609757,68.21561338289963,20.817843866171003,74.53531598513011,7,7,13,0,2
13,3,1,13,-0.017484827041265288,12.5,1.04,68.21561338289963,88.10408921933085,53.71747211895911,6,6,13,3,1
29,3,5,29,0.9869696863995001,17.714285714285715,1.6370967741935483,92.56505576208178,88.10408921933085,97.95539033457248,15,15,29,3,5
21,1,0,21,0.17799174372045845,13.166666666666666,1.5949367088607596,87.73234200743495,55.20446096654275,20.63197026022305,14,14,21,1,0
30,1,4,30,0.9406265562196054,16.666666666666668,1.7999999999999998,96.6542750929368,55.20446096654275,93.12267657992564,17,17,30,1,4
10,2,2,10,0.16743565454787832,15.285714285714286,0.6542056074766355,57.249070631970255,76.2081784386617,74.53531598513011,3,3,10,2,2
16,1,1,16,0.09534299856960406,14.0,1.1428571428571428,78.62453531598513,55.20446096654275,53.71747211895911,9,9,16,1,1
27,1,3,27,0.6875119082664497,13.166666666666666,2.0506329113924053,90.89219330855019,55.20446096654275,86.61710037174721,10,10,27,1,3
16,2,2,16,0.23671442236275245,15.166666666666666,1.054945054945055,78.62453531598513,76.2081784386617,74.53531598513011,6,6,16,2,2
8,3,0,8,-0.4722334086305579,12.166666666666666,0.6575342465753425,46.28252788104089,88.10408921933085,20.63197026022305,2,2,8,3,0
14,2,3,14,0.3798195358948329,12.8,1.09375,72.4907063197026,76.2081784386617,86.61710037174721,4,4,14,2,3
18,3,3,18,0.45246314725968034,8.4,2.142857142857143,83.08550185873605,88.10408921933085,86.61710037174721,8,8,18,3,3
15,1,0,15,-0.12671213065172623,25.0,0.6,75.65055762081785,55.20446096654275,20.63197026022305,8,8,15,1,0
14,2,0,14,-0.16752953425837327,16.8,0.8333333333333333,72.4907063197026,76.2081784386617,20.63197026022305,8,8,14,2,0
19,2,2,19,0.3449473086381339,12.5,1.52,84.94423791821562,76.2081784386617,74.53531598513011,10,10,19,2,2
24,2,4,24,0.7272672952657139,11.714285714285714,2.048780487804878,89.77695167286245,76.2081784386617,93.12267657992564,11,11,24,2,4
8,1,3,8,0.5753266432360064,15.166666666666666,0.5274725274725275,46.28252788104089,55.20446096654275,86.61710037174721,4,4,8,1,3
14,2,3,14,0.3897861113502166,17.714285714285715,0.7903225806451613,72.4907063197026,76.2081784386617,86.61710037174721,5,5,14,2,3
13,2,1,13,-0.017484827041265288,13.166666666666666,0.9873417721518988,68.21561338289963,76.2081784386617,53.71747211895911,6,6,13,2,1
7,1,0,7,-0.49311766132643764,5.8,1.206896551724138,39.405204460966544,55.20446096654275,20.63197026022305,4,4,7,1,0
13,2,0,13,-0.20834693786502034,13.428571428571429,0.9680851063829787,68.21561338289963,76.2081784386617,20.63197026022305,8,8,13,2,0
15,4,1,15,0.03604394527409251,11.5,1.3043478260869565,75.65055762081785,93.68029739776952,53.71747211895911,6,6,15,4,1
23,3,1,23,0.36880512341527294,15.2,1.5131578947368423,88.84758364312268,88.10408921933085,53.71747211895911,13,13,23,3,1
20,0,3,20,0.46849249685306055,15.285714285714286,1.308411214953271,86.43122676579925,20.817843866171003,86.61710037174721,6,6,20,0,3
7,1,0,7,-0.48315108587105393,4.875,1.435897435897436,39.405204460966544,55.20446096654275,20.63197026022305,5,5,7,1,0
8,2,1,8,-0.11972453285657525,16.714285714285715,0.4786324786324786,46.28252788104089,76.2081784386617,53.71747211895911,3,3,8,2,1
6,2,1,6,-0.10711172420777053,6.125,0.9795918367346939,31.970260223048324,76.2081784386617,53.71747211895911,1,1,6,2,1
10,0,4,10,0.7155033350576367,17.714285714285715,0.564516129032258,57.249070631970255,20.817843866171003,93.12267657992564,3,3,10,0,4
8,0,1,8,-0.09979138194580787,9.375,0.8533333333333334,46.28252788104089,20.817843866171003,53.71747211895911,5,5,8,0,1
15,2,4,15,0.5641784748730835,10.0,1.5,75.65055762081785,76.2081784386617,93.12267657992564,4,4,15,2,4
8,1,3,8,0.555393492325239,12.8,0.625,46.28252788104089,55.20446096654275,86.61710037174721,2,2,8,1,3
6,2,2,6,0.3396447674283111,11.428571428571429,0.525,31.970260223048324,76.2081784386617,74.53531598513011,0,0,6,2,2
6,2,1,6,-0.10711172420777053,12.8,0.46875,31.970260223048324,76.2081784386617,53.71747211895911,1,1,6,2,1
4,1,1,4,0.04958157758005175,6.8,0.5882352941176471,19.702602230483272,55.20446096654275,53.71747211895911,2,2,4,1,1
5,0,3,5,1.039550846623392,15.2,0.32894736842105265,24.721189591078065,20.817843866171003,86.61710037174721,1,1,5,0,3
14,0,4,14,0.5755579932197467,7.6,1.842105263157895,72.4907063197026,20.817843866171003,93.12267657992564,4,4,14,0,4
9,3,0,9,-0.40151627865775974,17.285714285714285,0.5206611570247934,52.41635687732342,88.10408921933085,20.63197026022305,5,5,9,3,0
13,2,1,13,0.0024483238695020997,12.8,1.015625,68.21561338289963,76.2081784386617,53.71747211895911,8,8,13,2,1
12,2,0,12,-0.23919776601628373,12.166666666666666,0.9863013698630138,64.12639405204462,76.2081784386617,20.63197026022305,9,9,12,2,0
13,2,1,13,-0.04738455340741637,10.6,1.2264150943396226,68.21561338289963,76.2081784386617,53.71747211895911,3,3,13,2,1
6,2,1,6,-0.10711172420777053,14.0,0.42857142857142855,31.970260223048324,76.2081784386617,53.71747211895911,1,1,6,2,1
7,2,1,7,-0.12157389758737765,14.0,0.5,39.405204460966544,76.2081784386617,53.71747211895911,2,2,7,2,1
7,0,2,7,0.2499698661516824,10.571428571428571,0.6621621621621622,39.405204460966544,20.817843866171003,74.53531598513011,0,0,7,0,2
16,0,4,16,0.6191230245028863,12.5,1.28,78.62453531598513,20.817843866171003,93.12267657992564,10,10,16,0,4
15,0,2,15,0.2585994739322134,14.0,1.0714285714285714,75.65055762081785,20.817843866171003,74.53531598513011,10,10,15,0,2
9,0,1,9,-0.09703423393011625,11.5,0.782608695652174,52.41635687732342,20.817843866171003,53.71747211895911,5,5,9,0,1
6,1,1,6,-0.07721199784161945,22.0,0.2727272727272727,31.970260223048324,55.20446096654275,53.71747211895911,4,4,6,1,1
20,5,3,20,0.48842564776382796,14.0,1.4285714285714286,86.43122676579925,97.39776951672863,86.61710037174721,8,8,20,5,3
15,0,3,15,0.4113889744026485,9.375,1.6,75.65055762081785,20.817843866171003,86.61710037174721,7,7,15,0,3
3,1,2,3,1.1306386907913002,6.125,0.4897959183673469,14.684014869888475,55.20446096654275,74.53531598513011,0,0,3,1,2
14,1,0,14,-0.20739583607990805,12.5,1.12,72.4907063197026,55.20446096654275,20.63197026022305,4,4,14,1,0
8,2,0,8,-0.44233368226440684,12.5,0.64,46.28252788104089,76.2081784386617,20.63197026022305,5,5,8,2,0
7,3,0,7,-0.513050812237205,11.428571428571429,0.6124999999999999,39.405204460966544,88.10408921933085,20.63197026022305,2,2,7,3,0
11,3,0,11,-0.3099148959890819,12.5,0.88,61.152416356877325,88.10408921933085,20.63197026022305,6,6,11,3,0
17,3,0,17,-0.06501047434919942,15.166666666666666,1.120879120879121,80.85501858736059,88.10408921933085,20.63197026022305,6,6,17,3,0
12,1,2,12,0.19759215016441414,7.166666666666667,1.6744186046511627,64.12639405204462,55.20446096654275,74.53531598513011,7,7,12,1,2
10,2,1,10,-0.0866650347962335,11.714285714285714,0.853658536585366,57.249070631970255,76.2081784386617,53.71747211895911,5,5,10,2,1
8,2,2,8,0.20288461655125642,9.8,0.8163265306122448,46.28252788104089,76.2081784386617,74.53531598513011,1,1,8,2,2
9,2,1,9,-0.09703423393011625,15.166666666666666,0.5934065934065934,52.41635687732342,76.2081784386617,53.71747211895911,5,5,9,2,1
5,1,1,5,-0.03665136348535709,17.285714285714285,0.2892561983471075,24.721189591078065,55.20446096654275,53.71747211895911,3,3,5,1,1
11,0,3,11,0.4274835474324776,9.8,1.1224489795918366,61.152416356877325,20.817843866171003,86.61710037174721,5,5,11,0,3
17,2,2,17,0.3072151561687534,11.428571428571429,1.4875,80.85501858736059,76.2081784386617,74.53531598513011,11,11,17,2,2
6,2,0,6,-0.553868215843852,7.166666666666667,0.8372093023255813,31.970260223048324,76.2081784386617,20.63197026022305,2,2,6,2,0
9,3,0,9,-0.41148285411314345,11.714285714285714,0.7682926829268293,52.41635687732342,88.10408921933085,20.63197026022305,4,4,9,3,0
11,0,2,11,0.16839529901811287,11.714285714285714,0.9390243902439025,61.152416356877325,20.817843866171003,74.53531598513011,4,4,11,0,2
10,3,2,10,0.16743565454787832,11.714285714285714,0.853658536585366,57.249070631970255,88.10408921933085,74.53531598513011,3,3,10,3,2
9,1,2,9,0.18751465988675986,13.428571428571429,0.6702127659574468,52.41635687732342,55.20446096654275,74.53531598513011,3,3,9,1,2
16,1,0,16,-0.07592815158969543,11.0,1.4545454545454546,78.62453531598513,55.20446096654275,20.63197026022305,9,9,16,1,0
11,1,2,11,0.17836187447349652,5.666666666666667,1.9411764705882353,61.152416356877325,55.20446096654275,74.53531598513011,5,5,11,1,2
6,0,1,6,-0.09714514875238683,9.375,0.64,31.970260223048324,20.817843866171003,53.71747211895911,2,2,6,0,1
9,0,2,9,0.21741438625291096,10.6,0.8490566037735849,52.41635687732342,20.817843866171003,74.53531598513011,6,6,9,0,2
3,0,1,3,0.23712570751913722,6.8,0.4411764705882353,14.684014869888475,20.817843866171003,53.71747211895911,2,2,3,0,1
